Arquivo: ENERGISAMT-2Via-Matricula-0001073451-08-2025.PDF
Arquivo: ENERGISAMT-Fat-Matricula-0001222155-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;5.179,00;1,076110;5.573,24;212,62;5.573,24;17;947,45;0,852130
Energia Atv Injetada GDI mUC 1/2025 mPT KWH;;;;1;202;5;2.215,00;
Energia Atv Injetada GDI mUC 2/2025 mPT KWH;;;;2;202;5;2.864,00;
Adic. B.;;;;4,97;0,18;4,97;17;0,84
Adic. B.;;;;1,21;0,05;1,21;17;0,20
""
Arquivo: ENERGISAMT-Fat-Matricula-0001316423-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;662,43;1,014970;672,35;27,19;672,35;12;80,68;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;562,00;
Energia Reativa Exced em KWh;182,52;0,360500;65,80;2,66;65,80;12;7,89;0,302660
Adic. B.;;;;4,52;0,18;4,52;12;0,55
Adic. B.;;;;1,45;0,06;1,45;12;0,17
DIF.CREDITO A DEVOLVER;;;;1.951,05;;;;
""
Arquivo: ENERGISAMT-Fat-Matricula-0001366323-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;87.495,45;2,185710;191.240,34;8.824,41;191.240,34;17;32.510,86;1,713290
TUSD em kWh - Fora Ponta KWH;840.763,35;0,167180;140.563,95;6.486,05;140.563,95;17;23.895,87;0,131050
Energia Reat Exced em KWh;32,66;0,386110;12,60;0,58;12,60;17;2,14;0,302660
TUSD em kW - Fora Ponta KW;2.108,40;41,767820;88.063,27;4.063,51;88.063,27;17;14.970,75;32,740000
TUSD em kW - Ultrapassagem - Fora Ponta KW;858,40;83,535640;71.706,99;3.308,78;71.706,99;17;12.190,19;65,480000
Adicional Conta Covid Escassez Hídrica KWH;928.258,80;0,033539;31.133,13;1.436,58;31.133,13;17;5.292,63;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;111,14;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;97,23;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-34.514,50;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-69.219,40;
Substituição Tributária - Crédito;;;;461.654,81;0,00;461.654,81;17;
Substituição Tributária - Débito;;;;-383.173,50;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0001505624-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,41;0,01;0,00;0;0,00
Adic. B.;;;;1,16;0,05;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0001517133-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh - Ponta KWH;99.372,00;0,712370;70.790,11;3.266,47;70.790,11;17;12.034,32;0,558400
Energia Atv Injetada GDI mUC 8/2025 oPT KWH;;;;8;202;5;65.754,55;
Energia Atv Injetada GDI mUC 10/2022 oPT KWH;;;;10;202;2;1.344,52;
Energia Atv Injetada GDI mUC 2/2024 oPT KWH;;;;2;202;4;0,33;
Energia Atv Injetada GDI mUC 3/2024 oPT KWH;;;;3;202;4;82,92;
Energia Atv Injetada GDI mUC 4/2024 oPT KWH;;;;4;202;4;142,65;
Energia Atv Injetada GDI mUC 8/2024 oPT KWH;;;;8;202;4;0,14;
Energia Atv Injetada GDI mUC 9/2024 oPT KWH;;;;9;202;4;0,12;
Energia Atv Injetada GDI mUC 10/2024 oPT KWH;;;;10;202;4;0,58;
Energia Atv Injetada GDI mUC 11/2024 oPT KWH;;;;11;202;4;12.893,33;
Energia Atv Injetada GDI mUC 12/2024 oPT KWH;;;;12;202;4;19.152,85;
Consumo em kWh - Fora Ponta KWH;539.392,00;0,463550;250.037,29;11.537,47;250.037,29;17;42.506,34;0,363360
Energia Atv Injetada GDI - Fora Ponta KWH;539.392,00;0,463550;-250.037,29;-11.537,47;-250.037,29;17;-42.506,34;0,363360
Energia Reativa Exced em KWh;11.382,00;0,386110;4.394,77;202,78;4.394,77;17;747,11;0,302660
Demanda de Potência Medida - Ponta KW;2.520,00;39,024970;98.342,94;4.537,84;98.342,94;17;16.718,30;30,590000
Demanda de Potência Medida - Fora Ponta KW;2.576,00;17,235280;44.398,09;2.048,66;44.398,09;17;7.547,67;13,510000
Demanda de Geração TUSDG KW;2.424,00;9,201550;22.304,55;1.239,99;0,00;0;0,00;8,690000
Adic. B.;;;;0,05;0,02;0,05;17;0,03
""
Arquivo: ENERGISAMT-Fat-Matricula-0001634957-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;119,00;0,923620;109,91;4,88;30,19;12;3,62;0,852130
Adic. B.;;;;2,64;0,12;0,72;12;0,09
Adic. B.;;;;4,25;0,18;1,16;12;0,13
""
Arquivo: ENERGISAMT-Fat-Matricula-0001634966-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;1.066,00;1,076110;1.147,14;43,77;1.147,14;17;195,01;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;382,00;
Energia Atv Injetada GDI mUC 4/2025 mPT KWH;;;;4;202;5;653,00;
Adic. B.;;;;0,80;0,04;0,80;17;0,14
Adic. B.;;;;1,30;0,05;1,30;17;0,21
""
Arquivo: ENERGISAMT-Fat-Matricula-0001635017-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;738,00;1,014970;749,05;30,29;749,05;12;89,89;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;382,00;
Energia Atv Injetada GDI mUC 3/2025 mPT KWH;;;;3;202;5;153,00;
Energia Atv Injetada GDI mUC 4/2025 mPT KWH;;;;4;202;5;173,00;
Adic. B.;;;;0,76;0,03;0,76;12;0,09
Adic. B.;;;;1,18;0,06;1,18;12;0,13
""
Arquivo: ENERGISAMT-Fat-Matricula-0001635027-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;397,00;0,923620;366,68;16,30;100,73;12;12,08;0,852130
Adic. B.;;;;8,70;0,39;2,39;12;0,29
Adic. B.;;;;14,27;0,63;3,91;12;0,47
""
Arquivo: ENERGISAMT-Fat-Matricula-0001651894-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,66;0,02;0,00;0;0,00
Adic. B.;;;;1,02;0,05;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0001651900-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;4.103,00;1,076110;4.415,33;168,44;4.415,33;17;750,60;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;3.077,00;
Energia Atv Injetada GDI mUC 9/2024 mPT KWH;;;;9;202;4;996,00;
Adic. B.;;;;0,80;0,04;0,80;17;0,14
Adic. B.;;;;1,24;0,07;1,24;17;0,21
""
Arquivo: ENERGISAMT-Fat-Matricula-0001651903-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,66;0,02;0,00;0;0,00
Adic. B.;;;;1,02;0,05;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0001651908-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,66;0,02;0,00;0;0,00
Adic. B.;;;;1,02;0,05;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0001659028-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,46;0,02;0,00;0;0,00
Adic. B.;;;;1,65;0,07;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0001730312-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;3.873,52;2,185710;8.466,41;390,67;8.466,41;17;1.439,29;1,713290
TUSD em kWh - Fora Ponta KWH;40.035,52;0,167180;6.693,38;308,85;6.693,38;17;1.137,87;0,131050
TUSD em kW - Fora Ponta KW;177,12;41,767820;7.397,91;341,36;7.397,91;17;1.257,64;32,740000
TUSD em kW isenta de ICMS - F. Ponta KW;52,88;34,667290;1.833,20;101,91;0,00;0;0,00;32,740000
Adicional Conta Covid Escassez Hídrica KWH;43.909,03;0,033539;1.472,67;67,95;1.472,67;17;250,35;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;19,26;
DÉBITO TUSD KW-APCEI - N CONSUMIDA 06/2025;;;;06;202;5;1,15;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;18,18;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-2.899,45;
CREDITO TUSD KW-APCEI - N CONSUMIDA 08/2025;;;;08;202;5;-865,65;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-3.064,42;
Substituição Tributária - Crédito;;;;21.837,18;0,00;21.837,18;17;
Substituição Tributária - Débito;;;;-18.124,86;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0001732084-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;720,00;1,014970;730,78;29,55;730,78;12;87,69;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;287,00;
Energia Atv Injetada GDI mUC 12/2024 mPT KWH;;;;12;202;4;403,00;
Adic. B.;;;;1,69;0,07;1,69;12;0,19
Adic. B.;;;;0,64;0,03;0,64;12;0,08
""
Arquivo: ENERGISAMT-Fat-Matricula-0001815183-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,28;0,01;0,00;0;0,00
Adic. B.;;;;1,98;0,09;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0001861280-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;2.393,30;2,185710;5.231,07;241,38;5.231,07;17;889,28;1,713290
TUSD em kWh - Fora Ponta KWH;68.282,90;0,167180;11.415,95;526,76;11.415,95;17;1.940,71;0,131050
Energia Reat Exced em KWh;419,35;0,386110;161,91;7,47;161,91;17;27,52;0,302660
Energia Reat Exced em KWh;10.318,77;0,386110;3.984,24;183,84;3.984,24;17;677,32;0,302660
TUSD em kW - Fora Ponta KW;338,80;41,767820;14.150,93;652,97;14.150,93;17;2.405,66;32,740000
TUSD em kW Reativa Exced - Fora Ponta UN;56,77;41,767820;2.371,16;109,41;2.371,16;17;403,10;32,740000
Adicional Conta Covid Escassez Hídrica KWH;70.676,20;0,033539;2.370,42;109,38;2.370,42;17;402,97;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;10,07;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;8,05;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-5.546,16;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-1.893,39;
Substituição Tributária - Crédito;;;;35.149,48;0,00;35.149,48;17;
Substituição Tributária - Débito;;;;-29.174,07;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0001866186-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;100,00;0,893180;89,31;4,10;0,00;0;0,00;0,852130
Adic. B.;;;;1,23;0,06;0,00;0;0,00
Adic. B.;;;;3,97;0,18;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0001980091-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;4.164,00;1,076110;4.480,98;170,94;4.480,98;17;761,76;0,852130
Energia Atv Injetada GDI mUC 1/2025 mPT KWH;;;;1;202;5;4.064,00;
Adic. B.;;;;4,96;0,18;4,96;17;0,84
Adic. B.;;;;1,19;0,04;1,19;17;0,20
""
